1 zimmer|1.5 zimmer|13 zimmer|2 zimmer|2.5 zimmer|20 zimmer|3 zimmer|3.5 zimmer|4 zimmer|4.5 zimmer|5 zimmer|5.5 zimmer|6 zimmer|6.5 zimmer|7 zimmer|address|description|page|price|type|weblink|address_short_1|address_short_2|price2|rooms|size|size_num
0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|Hönggerstrasse 24, 8037 Zürich|3.5 Zimmerwohnung Attika Wohnung mit grosser Terrasse|21|5700|3.5 Zimmer, 124m², CHF 5’700.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=21/mieten/4000469412|Hönggerstrasse 24|8037 Zürich|CHF 5’700.– |3.5 Zimmer|124m²|124.0
0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|Hönggerstrasse 24, 8037 Zürich|3.5 Zimmerwohnung Attika Wohnung mit grosser Terrasse|21|5550|3.5 Zimmer, 112m², CHF 5’550.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=21/mieten/4000469411|Hönggerstrasse 24|8037 Zürich|CHF 5’550.– |3.5 Zimmer|112m²|112.0
0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|Zollikerstrasse 147, 8008 Zürich|Erstbezug! Traumhafte 3.5 Zimmer-Wohnung mit Eigentums-Standard|21|6150|3.5 Zimmer, 110m², CHF 6’150.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=21/mieten/3003530922|Zollikerstrasse 147|8008 Zürich|CHF 6’150.– |3.5 Zimmer|110m²|110.0
1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Brandschenkestrasse 10, 8001 Zürich|Studio Apartment Junior|21|3000|21m², CHF 3’000.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=21/mieten/3002969015|Brandschenkestrasse 10|8001 Zürich|CHF 3’000.– |1 Zimmer|21m²|21.0
1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Brandschenkestrasse 10, 8001 Zürich|Studio Apartment Senior|22|3207|26m², CHF 3’207.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=22/mieten/3002969011|Brandschenkestrasse 10|8001 Zürich|CHF 3’207.– |1 Zimmer|26m²|26.0
0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|Cramerstrasse 8-12, 8004 Zurich|2 Bedroom Apartment Senior Balcony|22|4858|2 Zimmer, 54m², CHF 4’858.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=22/mieten/3002802553|Cramerstrasse 8-12|8004 Zurich|CHF 4’858.– |2 Zimmer|54m²|54.0
1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Cramerstrasse 8-12, 8004 Zurich|Studio Apartment Junior Balcony|22|2689|19m², CHF 2’689.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=22/mieten/3002463193|Cramerstrasse 8-12|8004 Zurich|CHF 2’689.– |1 Zimmer|19m²|19.0
1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Cramerstrasse 2-6, 8004 Zurich|1 Bedroom Apartment Senior|22|4246|38m², CHF 4’246.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=22/mieten/3002462541|Cramerstrasse 2-6|8004 Zurich|CHF 4’246.– |1 Zimmer|38m²|38.0
1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Gerechtigkeitsgasse 8, 8001 Zurich|Studio Apartment Mini|22|2170|16m², CHF 2’170.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=22/mieten/3002459386|Gerechtigkeitsgasse 8|8001 Zurich|CHF 2’170.– |1 Zimmer|16m²|16.0
1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Bellariastrasse 36, 8002 Zurich|1 Bedroom Apartment Senior Terrace|22|5273|63m², CHF 5’273.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=22/mieten/3002458790|Bellariastrasse 36|8002 Zurich|CHF 5’273.– |1 Zimmer|63m²|63.0
1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Rotachstrasse 33, 8003 Zurich|1 Bedroom Apartment Junior Terrace|22|3311|25m², CHF 3’311.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=22/mieten/3002458208|Rotachstrasse 33|8003 Zurich|CHF 3’311.– |1 Zimmer|25m²|25.0
1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Bellariastrasse 36, 8002 Zurich|Studio Apartment Senior|22|4142|44m², CHF 4’142.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=22/mieten/3000390434|Bellariastrasse 36|8002 Zurich|CHF 4’142.– |1 Zimmer|44m²|44.0
0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|Rotachstrasse 33, 8003 Zurich|2 Bedroom Apartment Junior Terrace|22|4339|2 Zimmer, 49m², CHF 4’339.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=22/mieten/3000390432|Rotachstrasse 33|8003 Zurich|CHF 4’339.– |2 Zimmer|49m²|49.0
1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Binzmühlestr. 50, 8050 Zurich|Studio Apartment Senior Terrace|22|3208|34m², CHF 3’208.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=22/mieten/3000390421|Binzmühlestr. 50|8050 Zurich|CHF 3’208.– |1 Zimmer|34m²|34.0
1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Bellariastrasse 36, 8002 Zurich|1 Bedroom Apartment Junior|22|4142|40m², CHF 4’142.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=22/mieten/3000390348|Bellariastrasse 36|8002 Zurich|CHF 4’142.– |1 Zimmer|40m²|40.0
1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Rotachstrasse 33, 8003 Zurich|Studio Apartment Mini|22|1962|14m², CHF 1’962.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=22/mieten/3000390345|Rotachstrasse 33|8003 Zurich|CHF 1’962.– |1 Zimmer|14m²|14.0
0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|Wolframplatz 1, 8045 Zurich|2 Bedroom Apartment Mini|22|3519|2 Zimmer, 32m², CHF 3’519.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=22/mieten/3000389843|Wolframplatz 1|8045 Zurich|CHF 3’519.– |2 Zimmer|32m²|32.0
1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Cramerstrasse 8-12, 8004 Zurich|Studio Apartment Junior|22|2585|19m², CHF 2’585.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=22/mieten/3000385096|Cramerstrasse 8-12|8004 Zurich|CHF 2’585.– |1 Zimmer|19m²|19.0
1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Gerechtigkeitsgasse 8, 8001 Zurich|Studio Apartment Junior|22|3104|23m², CHF 3’104.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=22/mieten/3000383669|Gerechtigkeitsgasse 8|8001 Zurich|CHF 3’104.– |1 Zimmer|23m²|23.0
1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Binzmühlestr. 48, 8050 Zurich|Studio Apartment Junior|22|2377|24m², CHF 2’377.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=22/mieten/3000383660|Binzmühlestr. 48|8050 Zurich|CHF 2’377.– |1 Zimmer|24m²|24.0
0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|Binzmühlestr. 48, 8050 Zurich|2 Bedroom Apartment Senior Balcony|22|4453|80m², CHF 4’453.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=22/mieten/3000383658|Binzmühlestr. 48|8050 Zurich|CHF 4’453.– |2 Zimmer|80m²|80.0
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Gerechtigkeitsgasse 8, 8001 Zurich|Grand Apartment Terrace|22|4453|40m², CHF 4’453.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=22/mieten/3000039575|Gerechtigkeitsgasse 8|8001 Zurich|CHF 4’453.– ||40m²|40.0
0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|Rosengartenstrasse 55, 8037 Zürich|Helle, moderne und ruhige 2.5-Zimmerwohnung nahe Bucheggplatz|22|3385|2.5 Zimmer, 62m², CHF 3’385.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=22/mieten/4001021791|Rosengartenstrasse 55|8037 Zürich|CHF 3’385.– |2.5 Zimmer|62m²|62.0
0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|8005 Zürich|Modern 4-Room Apartment in Zürich (TEMPORARY - Furnished)|22|4150|4 Zimmer, 123m², CHF 4’150.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=22/mieten/4001021682||8005 Zürich|CHF 4’150.– |4 Zimmer|123m²|123.0
0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|8032 Zürich|1.5-Zimmer-Dachwohnung-Bijou in Zürich|24|2700|1.5 Zimmer, 50m², CHF 2’700.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=24/mieten/4000968029||8032 Zürich|CHF 2’700.– |1.5 Zimmer|50m²|50.0
0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|8032 Zürich|Moderne 2-Zimmer-Wohnoase in Zürich an ruhiger Lage|24|2795|2 Zimmer, 37m², CHF 2’795.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=24/mieten/4000967809||8032 Zürich|CHF 2’795.– |2 Zimmer|37m²|37.0
0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|8003 Zürich|Moderne und lichtdurchflutete 2.5-Zimmer-Dachwohnung in Wiedikon|24|3480|2.5 Zimmer, 78m², CHF 3’480.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=24/mieten/4000967729||8003 Zürich|CHF 3’480.– |2.5 Zimmer|78m²|78.0
1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Kreuzstrasse 15, 8008 Zürich|1-Zimmerwohnung im Seefeld - Zürich Kreis 8|24|1890|1 Zimmer, 33m², CHF 1’890.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=24/mieten/4000967526|Kreuzstrasse 15|8008 Zürich|CHF 1’890.– |1 Zimmer|33m²|33.0
0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|Aemtlerstrasse 102, 8003 Zürich|4-Zimmerwohnung im Herzen vom Kreis 3|24|2835|4 Zimmer, 62m², CHF 2’835.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=24/mieten/4000963941|Aemtlerstrasse 102|8003 Zürich|CHF 2’835.– |4 Zimmer|62m²|62.0
0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|Hotzestrasse 33, 8006 Zürich|SCHNELL ZUGREIFEN!  3-Zimmer Wohnung an TOP Lage|24|2895|3 Zimmer, 75m², CHF 2’895.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=24/mieten/4000962021|Hotzestrasse 33|8006 Zürich|CHF 2’895.– |3 Zimmer|75m²|75.0
0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|8053 Zürich|MODERN, MIT GARTEN UND ÜBERDACHTER TERRASSE|24|7100|4.5 Zimmer, 174m², CHF 7’100.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=24/mieten/4000946653||8053 Zürich|CHF 7’100.– |4.5 Zimmer|174m²|174.0
1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Stationstrasse 33, 8003 Zürich|Totalsanierte Wohnung im Herzen vom Wiedikon-Quartier!|24|1940|1 Zimmer, 24m², CHF 1’940.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=24/mieten/4000935934|Stationstrasse 33|8003 Zürich|CHF 1’940.– |1 Zimmer|24m²|24.0
0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|Bachmattstrasse 39, 8048 Zürich|Perfekt für Singels!|24|1740|1.5 Zimmer, 29m², CHF 1’740.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=24/mieten/4000933106|Bachmattstrasse 39|8048 Zürich|CHF 1’740.– |1.5 Zimmer|29m²|29.0
0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|Stampfenbrunnenstr. 42, 8048 Zürich|befristetes Mietverhältnis 3.5-Zimmer-Attikawohnung bis 30.9.2024|24|2050|3.5 Zimmer, 105m², CHF 2’050.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=24/mieten/4000932515|Stampfenbrunnenstr. 42|8048 Zürich|CHF 2’050.– |3.5 Zimmer|105m²|105.0
0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|Stationstrasse 33, 8003 Zürich|Totalsanierte Wohnung im Herzen vom Wiedikon-Quartier!|24|3270|3 Zimmer, 64m², CHF 3’270.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=24/mieten/4000926661|Stationstrasse 33|8003 Zürich|CHF 3’270.– |3 Zimmer|64m²|64.0
0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|8053 Zürich|EINZIGARTIG AM STADTRAND|24|2780|2.5 Zimmer, 60m², CHF 2’780.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=24/mieten/4000920063||8053 Zürich|CHF 2’780.– |2.5 Zimmer|60m²|60.0
0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|8002 Zürich|For rent: SWISS BUSINESS CASTLE IN ZURICH|24|102000|20 Zimmer, 1’750m², CHF 102’000.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=24/mieten/4000912332||8002 Zürich|CHF 102’000.– |20 Zimmer|1’750m²|1.0
0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|Mühlegasse 25, 8001 Zürich|Charmante Wohnung mitten in der Zürcher Altstadt|24|2790|2 Zimmer, 62m², CHF 2’790.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=24/mieten/4000887618|Mühlegasse 25|8001 Zürich|CHF 2’790.– |2 Zimmer|62m²|62.0
0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|Albisstrasse 97, 8038 Zürich|Exklusive Attikawohnung mit grosser Terrasse und Seesicht|24|7350|4.5 Zimmer, CHF 7’350.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=24/mieten/4000865767|Albisstrasse 97|8038 Zürich|CHF 7’350.– |4.5 Zimmer||
0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|Bachmattstrasse 39, 8048 Zürich|Moderne Wohnung an bester Lage zu vermieten|24|2590|2.5 Zimmer, 52m², CHF 2’590.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=24/mieten/4000862509|Bachmattstrasse 39|8048 Zürich|CHF 2’590.– |2.5 Zimmer|52m²|52.0
0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|Hadlaubstrasse 56, 8006 Zürich|Über den Dächern von Zürich mit grossartiger Weitsicht!|24|8740|7 Zimmer, 169m², CHF 8’740.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=24/mieten/4000857080|Hadlaubstrasse 56|8006 Zürich|CHF 8’740.– |7 Zimmer|169m²|169.0
0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|Hohenbühlstr. 5, 8032 Zürich|Lust auf etwas Exklusives im Herzen von Zürich?|24|11006|5.5 Zimmer, 183m², CHF 11’006.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=24/mieten/4000790253|Hohenbühlstr. 5|8032 Zürich|CHF 11’006.– |5.5 Zimmer|183m²|183.0
0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|Asylstrasse 88, 8032 Zürich|Wunderschöne 3-Zimmer-Wohnung im Kreis 7|24|2836|3 Zimmer, 70m², CHF 2’836.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=24/mieten/4000700723|Asylstrasse 88|8032 Zürich|CHF 2’836.– |3 Zimmer|70m²|70.0
0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|8002 Zürich|For Rent: SWISS BUSINESS CASTLE IN ZURICH|24|102000|20 Zimmer, 1’750m², CHF 102’000.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=24/mieten/4000681665||8002 Zürich|CHF 102’000.– |20 Zimmer|1’750m²|1.0
1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Albertstrasse 7, 8005 Zürich|Studio Apartment Mini|25|2066|12m², CHF 2’066.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=25/mieten/4000612324|Albertstrasse 7|8005 Zürich|CHF 2’066.– |1 Zimmer|12m²|12.0
0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|Albertstrasse 7, 8005 Zürich|2 Bedroom Apartment Mini|25|3104|25m², CHF 3’104.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=25/mieten/4000612323|Albertstrasse 7|8005 Zürich|CHF 3’104.– |2 Zimmer|25m²|25.0
0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|Hönggerstrasse 24, 8037 Zürich|2.5 Zimmerwohnung|25|2850|2.5 Zimmer, 59m², CHF 2’850.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=25/mieten/4000469435|Hönggerstrasse 24|8037 Zürich|CHF 2’850.– |2.5 Zimmer|59m²|59.0
1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Kantstrasse 14, 8044 Zürich|Arbeiten in zentraler Stadtvilla am Zürichberg|25|1250|1 Zimmer, CHF 1’250.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=25/mieten/4000288741|Kantstrasse 14|8044 Zürich|CHF 1’250.– |1 Zimmer||
1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Zweierstrasse 24, 8004 Zurich|1 Bedroom Apartment Junior|25|3415|28m², CHF 3’415.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=25/mieten/4000143154|Zweierstrasse 24|8004 Zurich|CHF 3’415.– |1 Zimmer|28m²|28.0
1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Zweierstrasse 24, 8004 Zurich|Studio Apartment Mini|25|2170|18m², CHF 2’170.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=25/mieten/4000143153|Zweierstrasse 24|8004 Zurich|CHF 2’170.– |1 Zimmer|18m²|18.0
1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Zweierstrasse 24, 8004 Zurich|Studio Apartment Junior Terrace|25|3000|22m², CHF 3’000.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=25/mieten/4000143151|Zweierstrasse 24|8004 Zurich|CHF 3’000.– |1 Zimmer|22m²|22.0
1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Zweierstrasse 24, 8004 Zurich|1 Bedroom Apartment Mini|25|3208|22m², CHF 3’208.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=25/mieten/4000142244|Zweierstrasse 24|8004 Zurich|CHF 3’208.– |1 Zimmer|22m²|22.0
0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|Buckhauserstrasse 16, 8048 Zürich|Möblierte 2-Zimmerwohnungen in Zürich Altstetten|25|2550|2 Zimmer, 40m², CHF 2’550.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=25/mieten/3003134988|Buckhauserstrasse 16|8048 Zürich|CHF 2’550.– |2 Zimmer|40m²|40.0
1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Brandschenkestrasse 10, 8001 Zürich|Studio Apartment Single Kitchenette|25|2273|14m², CHF 2’273.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=25/mieten/3002969016|Brandschenkestrasse 10|8001 Zürich|CHF 2’273.– |1 Zimmer|14m²|14.0
1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Binzmühlestr. 50, 8050 Zurich|1 Bedroom Apartment Senior Balcony|25|3623|53m², CHF 3’623.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=25/mieten/3002802307|Binzmühlestr. 50|8050 Zurich|CHF 3’623.– |1 Zimmer|53m²|53.0
1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Waffenplatzstrasse 72, 8002 Zurich|Studio Apartment Junior Terrace|25|2481|20m², CHF 2’481.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=25/mieten/3002464237|Waffenplatzstrasse 72|8002 Zurich|CHF 2’481.– |1 Zimmer|20m²|20.0
1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Cramerstrasse 8-12, 8004 Zurich|Studio Apartment Mini Balcony|25|2170|16m², CHF 2’170.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=25/mieten/3002463194|Cramerstrasse 8-12|8004 Zurich|CHF 2’170.– |1 Zimmer|16m²|16.0
0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|Cramerstrasse 2-6, 8004 Zurich|2 Bedroom Apartment Junior Balcony|25|4142|2 Zimmer, 37m², CHF 4’142.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=25/mieten/3002463192|Cramerstrasse 2-6|8004 Zurich|CHF 4’142.– |2 Zimmer|37m²|37.0
1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Cramerstrasse 2-6, 8004 Zurich|Studio Apartment Junior Balcony|25|2689|20m², CHF 2’689.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=25/mieten/3002463191|Cramerstrasse 2-6|8004 Zurich|CHF 2’689.– |1 Zimmer|20m²|20.0
0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|Militärstrasse 24, 8004 Zurich|2 Bedroom Duplex Apartment|25|4349|38m², CHF 4’349.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=25/mieten/3002463190|Militärstrasse 24|8004 Zurich|CHF 4’349.– |2 Zimmer|38m²|38.0
1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Militärstrasse 24, 8004 Zurich|Studio Apartment Junior Terrace|25|2896|26m², CHF 2’896.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=25/mieten/3002463188|Militärstrasse 24|8004 Zurich|CHF 2’896.– |1 Zimmer|26m²|26.0
0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|Binzmühlestr. 48, 8050 Zurich|2 Bedroom Apartment Junior|25|3104|36m², CHF 3’104.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=25/mieten/3002458791|Binzmühlestr. 48|8050 Zurich|CHF 3’104.– |2 Zimmer|36m²|36.0
0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|Binzmühlestr. 48, 8050 Zurich|3 Bedroom Apartment Junior|25|3415|3 Zimmer, 60m², CHF 3’415.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=25/mieten/3002458788|Binzmühlestr. 48|8050 Zurich|CHF 3’415.– |3 Zimmer|60m²|60.0
1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Gerechtigkeitsgasse 8, 8001 Zurich|1 Bedroom Apartment Senior Terrace|25|4349|36m², CHF 4’349.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=25/mieten/3002458786|Gerechtigkeitsgasse 8|8001 Zurich|CHF 4’349.– |1 Zimmer|36m²|36.0
0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|Binzmühlestr. 46, 8050 Zurich|2 Bedroom Apartment Mini|26|2170|22m², CHF 2’170.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=26/mieten/3002458213|Binzmühlestr. 46|8050 Zurich|CHF 2’170.– |2 Zimmer|22m²|22.0
1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Freyastrasse 8, 8004 Zurich|Studio Apartment Junior Balcony|26|2689|28m², CHF 2’689.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=26/mieten/3002458212|Freyastrasse 8|8004 Zurich|CHF 2’689.– |1 Zimmer|28m²|28.0
1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Freyastrasse 8, 8004 Zurich|Studio Apartment Senior Balcony|26|3000|33m², CHF 3’000.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=26/mieten/3002458211|Freyastrasse 8|8004 Zurich|CHF 3’000.– |1 Zimmer|33m²|33.0
1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Rotachstrasse 33, 8003 Zurich|Studio Apartment Senior Balcony|26|3000|24m², CHF 3’000.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=26/mieten/3002458210|Rotachstrasse 33|8003 Zurich|CHF 3’000.– |1 Zimmer|24m²|24.0
1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Binzmühlestr. 46, 8050 Zurich|Studio Apartment Junior Balcony|26|2585|23m², CHF 2’585.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=26/mieten/3002458209|Binzmühlestr. 46|8050 Zurich|CHF 2’585.– |1 Zimmer|23m²|23.0
0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|Bellariastrasse 36, 8002 Zurich|2 Bedroom Apartment Senior|26|6332|2 Zimmer, 86m², CHF 6’332.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=26/mieten/3000390435|Bellariastrasse 36|8002 Zurich|CHF 6’332.– |2 Zimmer|86m²|86.0
1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Freyastrasse 8, 8004 Zurich|Studio Apartment Senior|26|2896|33m², CHF 2’896.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=26/mieten/3000390431|Freyastrasse 8|8004 Zurich|CHF 2’896.– |1 Zimmer|33m²|33.0
1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Militärstrasse 24, 8004 Zurich|1 Bedroom Apartment Junior|26|3830|30m², CHF 3’830.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=26/mieten/3000390430|Militärstrasse 24|8004 Zurich|CHF 3’830.– |1 Zimmer|30m²|30.0
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Militärstrasse 24, 8004 Zurich|Duplex Apartment Junior|26|4246|36m², CHF 4’246.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=26/mieten/3000390429|Militärstrasse 24|8004 Zurich|CHF 4’246.– ||36m²|36.0
1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Bellariastrasse 36, 8002 Zurich|Studio Apartment Junior Terrace|26|3104|31m², CHF 3’104.– |https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=26/mieten/3000390349|Bellariastrasse 36|8002 Zurich|CHF 3’104.– |1 Zimmer|31m²|31.0
